Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,Bank_y,Stock Class,Number of Shares,Percentage of Ownership,RSSD_ID_y
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",Director,Premier Farms Realty Two,2016,Business Owner,F&M Bank,common stock,1270271,100%,1138450
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",Director,Premier Citrus Marketing LLC,2016,Business Owner,F&M Bank,common stock,1270271,100%,1138450
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",Director,"Premier Citrus Packers,LLC",2016,Business Owner,F&M Bank,common stock,1270271,100%,1138450
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",Director,Premier International Land Investments LLC,2016,Business Owner,F&M Bank,common stock,1270271,100%,1138450
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",Director,Stoney Brook Farms Group LLC,2016,Business Owner,F&M Bank,common stock,1270271,100%,1138450
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",Director,Lockwood Lane Acquisition Group LLC,2016,Business Owner,F&M Bank,common stock,1270271,100%,1138450
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",Director,Johnson Road Development Group LLC,2016,Business Owner,F&M Bank,common stock,1270271,100%,1138450
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",Director,Lake Harris Acquisition Group LLC,2016,Business Owner,F&M Bank,common stock,1270271,100%,1138450
Director,Jim Myers,Partner,Sills Insurance Agency,2016,"50% owner of Sill Insurance Agency,Dover TN","1st Jackson Bancshares,Inc.",,11891,10.59%,2306993
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,See Attachment A,2017,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,9.99%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,See Attachment A,2017,Business Owner,F&M BANK,Common stock,1270271,100%,
Director,Jim Myers,Partner,Sills Insurance Agency,2017,"50% owner of Sill Insurance Agency,Dover TN","1st Jackson Bancshares,Inc.",,11891,10.59%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,,2019,Business Owner,F&M Bank,Common stock,1270271,100%,741330
Director,Jim Myers,,Sills Insurance Agency,2019,"50% owner of Sill Insurance Agency,Dover TN","1st Jackson Bancshares,Inc.",,11891,10.59%,
Director,Jim Myers,,Western Star Securities Company,2019,"50% owner of Sill Insurance Agency,Dover TN","1st Jackson Bancshares,Inc.",,11891,10.59%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,First Missouri State Bank,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,First Missouri State Bank,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"FMS Bancorp,Inc",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"FMS Bancorp,Inc",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,First Missouri State Bank of Cape County,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,First Missouri State Bank of Cape County,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,FMS Bancorp Statutory Trust I,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,FMS Bancorp Statutory Trust I,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Piggott Bankstock Inc,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Piggott Bankstock Inc,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Piggott State Bank,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Piggott State Bank,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,First Malden Bancshares Inc,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,First Malden Bancshares Inc,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,First Missouri Bank of SEMO,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,First Missouri Bank of SEMO,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Farmers Bancorp Inc,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Farmers Bancorp Inc,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Farmers Bank & Trust Company,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Farmers Bank & Trust Company,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Fourth Capital Bank,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Fourth Capital Bank,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F&M Financial Corporation,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F&M Financial Corporation,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F&M Bank,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F&M Bank,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Western Star Risk Management Corporation,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Western Star Risk Management Corporation,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F&M Statutory Trust III,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F&M Statutory Trust III,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F & M Investment Services Inc,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F & M Investment Services Inc,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F & M Real Estate Transfer Corporation,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F & M Real Estate Transfer Corporation,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F & M Facilities Corporation,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F & M Facilities Corporation,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F & M Transportation Corporation,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,F & M Transportation Corporation,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Blackbird Realty Ventures,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Blackbird Realty Ventures,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Volunteer State Bancshares,Inc",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Volunteer State Bancshares,Inc",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Volunteer State Bank,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Volunteer State Bank,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Guaranty Home Mortgage Corporation,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Guaranty Home Mortgage Corporation,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Middle Tennessee Insurance Agency Inc.,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Middle Tennessee Insurance Agency Inc.,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Lawrence Land Holdings LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Lawrence Land Holdings LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Wilson City LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Wilson City LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Wilson Tavern LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Wilson Tavern LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,White's Mercantile in Wilson LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,White's Mercantile in Wilson LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Wilson Sporting Club LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Wilson Sporting Club LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Sikeston Development Co.,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Sikeston Development Co.,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Cotton Ridge Development Co.,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Cotton Ridge Development Co.,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Lincoln Dowson Partners,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Lincoln Dowson Partners,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Lincoln Dunteman Partners,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Lincoln Dunteman Partners,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Book Lincoln Partners,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Book Lincoln Partners,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Johnson Lincoln Partners,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Johnson Lincoln Partners,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Strom Lincoln Partners,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Strom Lincoln Partners,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Jenks Lincoln Partners,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Jenks Lincoln Partners,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Gittleson Lincoln Partners,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Gittleson Lincoln Partners,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Lincoln Frontier Partners,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,"Lincoln Frontier Partners,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Green Lincoln Partners LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Green Lincoln Partners LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Wishall Lincoln Partners LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Wishall Lincoln Partners LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,MME Lincoln Partners LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,MME Lincoln Partners LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Lincoln Triple A Partners LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Lincoln Triple A Partners LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,McLean Lincoln Partners LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,McLean Lincoln Partners LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Gingerich Lincoln Partners LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Gingerich Lincoln Partners LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Person Lincoln Partners LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Person Lincoln Partners LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Holmes Lincoln Partners LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Holmes Lincoln Partners LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,DPS Lincoln Partners LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,DPS Lincoln Partners LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Lawrence OZ I LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Lawrence OZ I LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Lawrence OZ II LLC,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",,Lawrence OZ II LLC,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",,"The Nimitz Group,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",,"The Nimitz Group,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",,Lawrence Corporate Assets Inc,2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",,Lawrence Corporate Assets Inc,2020,Business Owner,F&M Bank,Common stock,1270271,100%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",,"Lee Wilson & Co.,LLC",2020,Business Owner,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",,"Lee Wilson & Co.,LLC",2020,Business Owner,F&M Bank,Common stock,1270271,100%,
