Bank,Internal Title,Person,Fiscal Year,RSSD_ID,Stock Class,Number of Shares,Percentage of Ownership
"PBD Holdings,LLC",Principal Securities Holder,"pbd holdings,llc",2021,,Common Stock,17971603,0.57
AB&T Financial Corporation,Principal Securities Holder,"pbd holdings,llc",2021,,Common Stock,3472056,0.74
AB&T Financial Corporation,Principal Securities Holder,"pbd holdings,llc",2021,,Common Stock,17971603,0.57
"Millennium Bancshares,Inc.",Principal Securities Holder,"pbd holdings,llc",2022,,Principal Securities Holder,,0.74
"First Columbia Bancorp,Inc.",Principal Securities Holder,"pbd holdings,llc",2018,,Common Stock,1467448,0.54
"First Columbia Bancorp,Inc.",Principal Securities Holder,"pbd holdings,llc",2018,,Common Stock,17971603,0.57
"First Columbia Bancorp,Inc.",Principal Securities Holder,"pbd holdings,llc",2018,,Common Stock,4265124,0.97
AB&T Financial Corporation,Director,charles l. yates,2018,,Common Stock,2187150,0.06
"PBD Holdings,LLC",Member,p. byron defoor,2019,,Membership interest,,1.0
"PBD Holdings,LLC",Partner,p. byron defoor,2019,,Membership interest,,1.0
"PBD Holdings,LLC",Shareholder,p. byron defoor,2019,,Membership interest,,1.0
"PB BANCSHARES,INC.",Chairman& President,autry gobbell,2014,4262525,,8406.40,0.37689999999999996
"PB BANCSHARES,INC.",Chairman & President,autry gobbell,2017,4262525,,9009.90,0.40399999999999997
"PB Bancshares,Inc. Employee Stock Ownership Plan","CEO,Chairman & President",autry gobbell,2019,,,9260.40,0.4152
"PB Bancshares,Inc.","CEO,Chairman & President",autry gobbell,2020,,,9260.40,0.4152
"PB Bancshares,Inc. Employee Stock Ownership Plan","CEO,Chairman & President",autry gobbell,2021,,,10674.22,0.4465
PCNB CORP.,President,jennifer s. wallace,2016,,Common Stock,73908,0.1313
PCNB Corp.,Director President,jennifer s. wallace,2017,880332,Common Stock,72973,0.13066
PCNB. CORP,Director,jennifer s. wallace,2020,880332,Common Stock,73448,0.15032
PCNB CORP.,President-CEO,jennifer s. wallace,2021,,Common Stock,74338,0.13423
PCNB Corp.,President-CEO,jennifer s. wallace,2022,,Common Stock,74377,0.13336
PCNB Corp.,President-CEO,jennifer s. wallace,2023,,Common Stock,74377,0.133
PCNB CORP.,President,jennifer s. wallace,2014,880332,Common Stock,62313,0.1153
PCNB CORP.,President,jennifer s. wallace,2014,880332,Options on Common Stock,11375,0.0206
"P&C Bank Shares,Inc.",Principal Shareholder,lamar cooper,2015,1081529,"capital stock of P&C Bank Shares,Inc.",1000,0.054400000000000004
"P&C Bank Shares,Inc.",,lamar cooper,2016,1081529,"capital stock of P&C Bank Shares,Inc.",1000,0.054400000000000004
"P&C Bank Shares,Inc.",Principal Shareholder,lamar cooper,2017,,"capital stock of P&C Bank Shares,Inc.",1000,0.054400000000000004
"P&C Bank Shares,Inc.",,lamar cooper,2018,,,1000,0.054400000000000004
"P & C Bank Shares,Inc.",Director,martin miley adams,2021,132938,Common Stock,148,0.008100000000000001
"P & C Bank Shares,Inc.",Director,susan v. moss,2021,132938,Common Stock,2315,0.1259
"P & C Bank Shares,Inc.",Chairman,e.j. vann iv,2021,132938,Common Stock,8388,0.4536
"P & C Bank Shares,Inc.",Principal Shareholder,"e. j. vann,v",2021,132938,Common Stock,2315,0.1259
"P & C Bank Shares,Inc.",Director,david cooper,2021,132938,Common Stock,1025,0.0558
"PEACH STATE BANCSHARES,INC.",Director,alvin gibson,2017,,Common Stock,174682,0.0753
"PEACH STATE BANCSHARES,INC.",Director,alvin gibson,2017,,Common Stock Options,20000,0.0832
"PEACH STATE BANCSHARES,INC.",Director,stewart teaver,2017,,Common Stock,319181,0.1375
"PEACH STATE BANCSHARES,INC.",Director,stewart teaver,2017,,Common Stock Options,20000,0.1449
"PEACH STATE BANCSHARES,INC.",Director,wesley martin,2017,,Common Stock,126682,0.0546
"PEACH STATE BANCSHARES,INC.",Director,wesley martin,2017,,Common Stock Options,20000,0.06269999999999999
"PEACH STATE BANCSHARES,INC.",Chairman of the Board,william house,2017,,Common Stock,206975,0.0892
"PEACH STATE BANCSHARES,INC.",Chairman of the Board,william house,2017,,Common Stock Options,20000,0.09699999999999999
"PEACH STATE BANCSHARES,INC.",Director,steve mckibbon,2017,,Common Stock,189500,0.0817
"PEACH STATE BANCSHARES,INC.",Director,steve mckibbon,2017,,Common Stock Options,20000,0.0895
"PEACH STATE BANCSHARES,INC.",Director,alvin gibson,2018,,Common Stock,174682,0.0762
"PEACH STATE BANCSHARES,INC.",Director,alvin gibson,2018,,Common Stock Options,20000,0.0842
"PEACH STATE BANCSHARES,INC.","Director,Chairman of the Peach State Bank & Trust Board",stewart teaver,2018,,Common Stock,319181,0.1393
"PEACH STATE BANCSHARES,INC.","Director,Chairman of the Peach State Bank & Trust Board",stewart teaver,2018,,Common Stock Options,20000,0.1467
"PEACH STATE BANCSHARES,INC.",Director,wesley martin,2018,,Common Stock,126682,0.0553
"PEACH STATE BANCSHARES,INC.",Director,wesley martin,2018,,Common Stock Options,20000,0.0634
"PEACH STATE BANCSHARES,INC.",Chairman of the Board,william house,2018,,Common Stock,208975,0.09119999999999999
"PEACH STATE BANCSHARES,INC.",Chairman of the Board,william house,2018,,Common Stock Options,20000,0.099
"PEACH STATE BANCSHARES,INC.",Director,steve mckibbon,2018,,Common Stock,189500,0.0827
"PEACH STATE BANCSHARES,INC.",Director,steve mckibbon,2018,,Common Stock Options,20000,0.0906
"PEACH STATE BANCSHARES,INC.","Director,Chairman of the Peach State Bank & Trust Board",stewart teaver,2020,3348468,Common Stock,359181,0.1243
"PEACH STATE BANCSHARES,INC.","Director,Chairman of the Peach State Bank & Trust Board",stewart teaver,2020,3348468,Common Stock,20000,0.1303
"PEACH STATE BANCSHARES,INC.",Director,wesley martin,2020,3348468,Common Stock,141682,0.049
"PEACH STATE BANCSHARES,INC.",Director,wesley martin,2020,3348468,Common Stock,20000,0.0555
"PEACH STATE BANCSHARES,INC.",Director,steve mckibbon,2020,3348468,Common Stock,269500,0.0932
"PEACH STATE BANCSHARES,INC.",Director,steve mckibbon,2020,3348468,Common Stock,20000,0.09949999999999999
"Peach State Bancshares,Inc.",Director; Chairman of the Peach State Bank & Trust Board,stewart teaver,2021,,Common Stock,359181,0.1243
"Peach State Bancshares,Inc.",Director; Chairman of the Peach State Bank & Trust Board,stewart teaver,2021,,Common Stock Options,20000,0.1303
"Peach State Bancshares,Inc.",Director; CEO/CFO,wesley martin,2021,,Common Stock,143182,0.0495
"Peach State Bancshares,Inc.",Director; CEO/CFO,wesley martin,2021,,Common Stock Options,20000,0.056100000000000004
"Peach State Bancshares,Inc.",Director,steve mckibbon,2021,,Common Stock,269500,0.0932
"Peach State Bancshares,Inc.",Director,steve mckibbon,2021,,Common Stock Options,20000,0.09949999999999999
"PeoplesSouth Bancshares,Inc.",Director,"j. alvin newton,jr.",2014,518037,,206935,0.0809
"Peoples South Bancshares,Inc.",Director,"j. alvin newton,jr.",2015,1866155,,215010,0.0836
"Peoples South Bancshares,Inc.",Director,"j. alvin newton,jr.",2016,518037,,230605,0.08929999999999999
"PeoplesSouth Bancshares,Inc.",Director,"j. alvin newton,jr.",2017,518037,,231455,0.08929999999999999
"PeoplesSouth Bancshares,Inc.",Director,"j. alvin newton,jr.",2018,,,232350,0.0895
"PEOPLESSOUTH BANCSHARES,INC.",Director,"j. alvin newton,jr.",2020,,,237438,0.0922
PeoplesSouth Bancshares,Director,"j. alvin newton,jr.",2021,,,241550,0.09380000000000001
"PeoplesSouth Bancshares,Inc.",Director,"j. alvin newton,jr.",2023,518037,,250094,0.0967
"PEOPLES BANKTRUST,INC.","Director,PB&T",larry cheek,2016,,Common Stock,145427,0.064976
"PEOPLES BANKTRUST,INC.",Director,larry cheek,2018,109136,Common Stock,145427,0.06484200000000001
"PEOPLES BANKTRUST,INC.","EVP/CLO,PB&T",ted williams,2019,,Common Stock,79864,0.08779999999999999
"PEOPLES BANKTRUST,INC.","Director,PB&T",larry cheek,2019,,Common Stock,145427,0.065043
"PEOPLES BANKTRUST,INC.",EVP/CLO,ted williams,2020,,Common Stock,101733,0.1118
"PEOPLES BANKTRUST,INC.",Director,larry cheek,2020,,Common Stock,145427,0.064952
"PEOPLES BANKTRUST,INC.",Vice President,ted williams,2021,,Common Stock,"101,204",0.0843
"PEOPLES BANKTRUST,INC.",Director,larry cheek,2021,,Common Stock,145427,0.064884
"PEOPLES BANKTRUST,INC.",Vice President,ted williams,2022,,Common Stock,100834.187,0.0825
"PEOPLES BANKTRUST,INC.",Director,larry cheek,2022,,Common Stock,230357,0.112809
"PEOPLES BANKTRUST,INC.","EVP/CLO,PB&T",ted williams,2023,,Common Stock,100834.187,0.0825
"PEOPLES BANKTRUST,INC.","Director,PB&T",larry cheek,2023,,Common Stock,230357,0.116325
"Peoples Bancorporation,Inc.",Chairman and Director,donald e. bussey,2015,1085602,common stock,474.00,0.23
"Peoples Bancorporation,Inc.",,brenda j. bussey,2015,1085602,common stock,474.00,0.23
"Peoples Bancorporation,Inc.",Director,dana m. peoples,2015,1085602,common stock,452.00,0.22
"Peoples Bancorporation,Inc.",CFO & Chairman,collins davis,2020,,common stock,93,0.01
"Peoples Bancorporation,Inc.",,ann elizabeth murphy,2020,,common stock,25,0.01
"PEOPLES BANCORPORATION,INC.",Director,dana m. peoples,2021,,common stock,14008,0.43
"PEOPLES BANCORPORATION,INC.",Director,collins davis,2021,,common stock,93,0.01
"PEOPLES BANCORPORATION,INC.",,"jeffery c. davis,jr.",2021,,common stock,9171,0.28
"PEOPLES BANCORPORATION,INC.",,ann elizabeth murphy,2021,,common stock,25,0.01
"PEOPLES BANCORPORATION,INC.",,ann elizabeth murphy,2021,,common stock,3276,0.1
"Peoples Bancorporation,Inc.",Director,w. l. douglas,2022,,Common Stock,16531,0.14730000000000001
"Peoples Bancorporation,Inc.",Director,w. l. douglas,2022,,Class A Voting Shares,17461,0.1555
"Peoples Bancorporation,Inc.",Director,carolyn s. dillard,2022,,Common Stock,12045,0.1073
"Peoples Bancorporation,Inc.",Director,carolyn s. dillard,2022,,Class A Voting Shares,12163,0.1084
"Peoples Bancorporation,Inc.",Marketing Director,sherrian m. logan,2023,,common stock,2883,0.08
"Peoples Bancorporation,Inc.",Director,dana m. peoples,2023,,common stock,14008,0.43
"Peoples Bancorporation,Inc.",Director,collins davis,2023,,common stock,93,0.01
"Peoples Bancorporation,Inc.",,ann e. murphy,2023,,common stock,75,0.01
"Peoples Bancorporation,Inc.",,"jeffery c. davis,jr. family trust - ann e. murphy (trustee)",2023,,common stock,9171,0.28
"Peoples Bankshares,Inc.",Director & CEO,"harvey l. wilson,sr.",2014,,Common Stock,136,0.049699999999999994
"Peoples Bankshares,Inc.",Director & Secretary,amelia w. haley,2014,,Common Stock,348.51,0.1273
"Peoples Bankshares,Inc.",Director & President,charles r. haley,2014,,Common Stock,7,0.0026
Peoples Bankshares Inc.,Director and Chairman,amelia a. wilson,2016,1085901,Common Stock,749,0.2736
Peoples Bankshares Inc.,Director/Vice-Chairman CEO,"harvey l. wilson,sr.",2016,1085901,Common Stock,136,0.049699999999999994
Peoples Bankshares Inc.,Director and Secretary,amelia w. haley,2016,1085901,Common Stock,348.5,0.1273
Peoples Bankshares Inc.,Director and Secretary,amelia w. haley,2016,1085901,Common Stock,639,0.2334
Peoples Bankshares Inc.,Director and Chairman,amelia a. wilson,2019,,Common Stock,749,0.2736
Peoples Bankshares Inc.,Director/Vice-Chairman/CEO,"harvey l. wilson,sr.",2019,,Common Stock,136,0.049699999999999994
Peoples Bankshares Inc.,Director and Secretary,amelia w. haley,2019,,Common Stock,348.5,0.1273
Peoples Bankshares Inc.,Director and Secretary,amelia w. haley,2019,,Common Stock,639,0.2334
Peoples Bankshares Inc.,Director and Chairman,ken barber,2021,,Common Stock,166000,0.069
Peoples Bankshares Inc.,Director,eric l. johnson,2021,,Common Stock,150000,0.062400000000000004
Peoples Bankshares Inc.,Director & CEO,ken barber,2022,,Common Stock,174920,0.0726
Peoples Bankshares Inc.,Director,eric l. johnson,2022,,Common Stock,153852,0.0639
Peoples Bankshares Inc.,Director & CEO,ken barber,2023,,Common Stock,182204,0.0717
Peoples Bankshares Inc.,Director,eric l. johnson,2023,,Common Stock,159705,0.0629
"Peoples Bancshares,Inc.",Director,larry reynolds,2014,,Common,5.00,0.0001
"Peoples Bancshares,Inc.",Director,sid davis,2014,,Common,9095.00,0.1516
"Peoples Bancshares,Inc.",Director,sid davis,2015,70638,Common,9095.00,0.1516
"Peoples Bancshares,Inc.",Director,sid davis,2016,4189314,Common,9095.00,0.1516
"Peoples Bancshares,Inc.",Director,sid davis,2017,,Common,9095.00,0.1516
"Peoples Bancshares,Inc.",Director,"s. dee davis,iii",2019,,Common,4323.25,0.0721
"Peoples Bancshares,Inc.",Director,brad davis,2019,,Common,5187.25,0.08650000000000001
"Peoples Bancshares,Inc.",Director,"s. dee davis,iii",2022,,Common,4323.25,0.0721
"Peoples Bancshares,Inc.",Director,brad davis,2022,,Common,5187.25,0.08650000000000001
"Peoples Bancshares,Inc.","CEO - Fortunato Funds,Director","s. dee davis,iii",2021,,Common,4243.25,0.0707
"Peoples Bancshares,Inc.","Vice President - Peoples Bank\nRE Developer,Director",brad davis,2021,,Common,5187.25,0.08650000000000001
Peoples Bancshares of Pointe Coupee Parish,President & CEO,stephen p. david,2014,8033,,27466,0.102202
Peoples Bancshares of Pointe Coupee Parish,Director,ned frank foti,2014,8033,,25841,0.096155
Peoples Bancshares of Pointe Coupee Parish,President & CEO,stephen p. david,2015,8033,,27466,0.101936
Peoples Bancshares of Pointe Coupee Parish,Director,ned frank foti,2015,,,25961,0.09635099999999999
"Peoples Bancshares of Pointe Coupee Parish,Inc.",President & CEO,stephen p. david,2016,8033,,28323,0.105391
"Peoples Bancshares of Pointe Coupee Parish,Inc.",Director,ned frank foti,2016,8033,,26118,0.09718600000000001
Peoples Bancshares of Pointe Coupee Parish,"President & CEO,Director",stephen p. david,2017,8033,,27466,0.10222099999999999
Peoples Bancshares of Pointe Coupee Parish,Director,ned frank foti,2017,8033,,25261,0.094015
Peoples Bancshares of Pointe Coupee Parish,President & CEO Director,stephen p. david,2019,8033,,30886,0.115933
Peoples Bancshares of Pointe Coupee Parish,,ned frank foti,2019,8033,,24117,0.09052500000000001
Peoples Bancshares of Pointe Coupee Parish,,robert j. david,2019,8033,,27242,0.102255
Peoples Bancshares of Pointe Coupee Parish,President & CEO Director,stephen p. david,2020,8033,,30886,0.116277
Peoples Bancshares of Pointe Coupee Parish,Director,ned frank foti,2020,8033,,23173,0.08724
Peoples Bancshares of Pointe Coupee Parish,,robert j. david,2020,8033,,27242,0.10255900000000001
Peoples Bancshares of Pointe Coupee Parish,President & CEO Director,stephen p. david,2021,,,32171,0.12134299999999999
Peoples Bancshares of Pointe Coupee Parish,,robert j. david,2021,,,27242,0.102752
"Peoples Bancshares of Pointe Coupee Parish,Inc.",President & CEO,stephen p. david,2022,,,,0.0812
"Peoples Bancshares of Pointe Coupee Parish,Inc.",Director,j. robin beauvais,2022,,,,0.0541
"Peoples Bancshares of Pointe Coupee Parish,Inc.",Director,craig p. bergeron,2022,,,,0.057800000000000004
"Peoples Bancshares of Pointe Coupee Parish,Inc.",Director,michael g. gremillion,2022,,,,0.057300000000000004
"Peoples Bancshares of Pointe Coupee Parish,Inc.",Director,kenneth w. jewell,2022,,,,0.0403
"Peoples Bancshares of Pointe Coupee Parish,Inc.",Director,ronald j. leonard,2022,,,,0.050499999999999996
"Peoples Bancshares of Pointe Coupee Parish,Inc.",Director,cynthia c. olinde,2022,,,,0.0433
"Peoples Bancshares of Pointe Coupee Parish,Inc.",Director,paul r. bergeron,2022,,,,0.0775
"Peoples Bancshares of Pointe Coupee Parish,Inc.",Director,"elmo j. grace,jr.",2022,,,,0.0702
"Peoples Bancshares of TN,Inc.",Director & Chairman,d. allan benton,2015,,,95411,0.1001
"Peoples Bancshares of TN,Inc.",Director & Chairman,d. allan benton,2019,,,96126,0.114
Peoples Financial Corporation,"Chairman,President & CEO",chevis c. swetman,2015,1133174,,370189,0.0723
Peoples Financial Corporation,,thomas e. quave,2015,1133174,,516067,0.1013
Peoples Financial Corporation,"Chairman,President & CEO",chevis c. swetman,2016,870539,,395686,0.07719999999999999
Peoples Financial Corporation,,thomas e. quave,2016,870539,,502008,0.098
Peoples Financial Corporation,"Chairman,President & CEO",chevis c. swetman,2017,1133174,,408672,0.08039999999999999
The Peoples Bank,"Chairman,President & CEO",chevis c. swetman,2018,870539,,421887,0.08529999999999999
Peoples Financial Corporation,"Chairman,President & CEO",chevis c. swetman,2019,,,423349,0.08560000000000001
"Peoples Independent Bancshares,Inc.",Director,tommy handley,2014,,common stock,11596,0.060700000000000004
"Peoples Independent Bancshares,Inc.","Director,CEO",phillip amberson,2014,"Inc.,n/a",common stock,22453,0.1175
"Peoples Independent Bancshares,Inc.",President/Director,royce g. ogle,2014,,common stock,20096,0.1051
"Peoples Independent Bancshares,Inc.",,betty b buchanan,2014,,common stock,19486,0.10189999999999999
"Peoples Independent Bancshares,Inc.",,wendell glassco,2014,,common stock,20070,0.105
"Peoples Independent Bancshares,Inc.",,bonnie glassco,2014,,common stock,20070,0.105
"Peoples Independent Bancshares,Inc.",,patty handley,2014,,common stock,17210,0.09
"Peoples Independent Bancshares,Inc.",Director,tommy handley,2015,1918755,common stock,11596,0.060700000000000004
"Peoples Independent Bancshares,Inc.",Director,phillip amberson,2015,"Inc.,1918755",common stock,22453,0.1175
"Peoples Independent Bancshares,Inc.",President / Director,royce g. ogle,2015,1918755,common stock,20096,0.1051
"Peoples Independent Bancshares,Inc.",,betty b buchanan,2015,1918755,common stock,19486,0.10189999999999999
"Peoples Independent Bancshares,Inc.",,wendell glassco,2015,1918755,common stock,20070,0.105
"Peoples Independent Bancshares,Inc.",,bonnie glassco,2015,1918755,common stock,20070,0.105
"Peoples Independent Bancshares,Inc.",Secretary,patty handley,2015,1918755,common stock,17210,0.09
Peoples Independent Bank,Director,tommy handley,2016,,common stock,11596,0.060700000000000004
Peoples Independent Bank,Director,phillip amberson,2016,"Inc.,n/a",common stock,22453,0.1175
Peoples Independent Bank,President / Director,royce g. ogle,2016,,common stock,20096,0.1052
"Peoples Independent Bancshares,Inc.",,betty b buchanan,2016,,common stock,19486,0.102
"Peoples Independent Bancshares,Inc.",,wendell glassco,2016,,common stock,20070,0.1051
