Internal Title,Person,Fiscal Year,Bank_y,Stock Class,Number of Shares,Percentage of Ownership,RSSD_ID_y
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director/Principal Shareholder,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Chairman of the Board,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
President,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
President,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
Director,"Gaylon M. Lawrence,Jr.",2020,F&M Bank,Common stock,1270271,100%,
Director,"Gaylon M. Lawrence,Jr.",2020,"CapStar Financial Holdings,Inc",Common Stock,1156675,5.3%,
