Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"SouthPoint Bancshares,Inc.",,Charlotte B. Smith*,,,2019,,3386536
"SouthPoint Bancshares,Inc.",Director,Robert L. Henderson,Director,SouthPoint Bank,2019,Retired,3386536
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,Director,SouthPoint Bank,2019,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",,Christopher B. Harmon,Surgical Dermatology Group,Surgical Dermatology Group,2019,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",,Christopher B. Harmon,,"Harmon Holdings,LLC",2019,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",,Christopher B. Harmon,,"KB5,LLC",2019,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",,Christopher B. Harmon,,"Stonegate Group,LLC",2019,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",,Christopher B. Harmon,,Cutaneous Oncology Surgery Center,2019,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",Director,Thomas H. McGough,VP of Finance,"Thompson Tractor Co.,Inc.",2019,Equipment Dealer,3386536
"SouthPoint Bancshares,Inc.",Director,Thomas H. McGough,Director,SouthPoint Bank,2019,Equipment Dealer,3386536
"SouthPoint Bancshares,Inc.",Director,Tommie G. Cummings,"CPA,Director",SouthPoint Bank,2019,CPA,3386536
"SouthPoint Bancshares,Inc.",,Tommie G. Cummings,,"Kassouf & Company,P.C.",2019,CPA,3386536
"SouthPoint Bancshares,Inc.",Director,David W. Mims,Director,SouthPoint Bank,2019,Retired,3386536
"SouthPoint Bancshares,Inc.",Director,"Robert R. Jolly,Jr.",Director,SouthPoint Bank,2019,Real Estate,3386536
"SouthPoint Bancshares,Inc.",,"Robert R. Jolly,Jr.",CEO,"Retail Specialists,LLC",2019,Real Estate,3386536
"SouthPoint Bancshares,Inc.",,"Robert R. Jolly,Jr.",CEO,"Retail Strategies,LLC",2019,Real Estate,3386536
"SouthPoint Bancshares,Inc.","Director,Chairman","President & CEO,J. Stephen Smith","Director,Chairman","President & CEO,SouthPoint Bank",2020,,
"SouthPoint Bancshares,Inc.",,Charlotte B. Smith,,,2020,,
"SouthPoint Bancshares,Inc.",Director,Robert L. Henderson,,SouthPoint Bank,2020,Retired,
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,Dermatologist,Surgical Dermatology Group,2020,Dermatologist,
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,Dermatologist,SouthPoint Bank,2020,Dermatologist,
"SouthPoint Bancshares,Inc.",Director,Thomas H. McGough,VP of Finance,"Thompson Tractor Co.,Inc.",2020,Equipment Dealer,
"SouthPoint Bancshares,Inc.",Director,Thomas H. McGough,VP of Finance,SouthPoint Bank,2020,Equipment Dealer,
"SouthPoint Bancshares,Inc.",Director,Tommie G. Cummings,"CPA,Director","Kassouf & Company,P.C.",2020,CPA,
"SouthPoint Bancshares,Inc.",Director,Tommie G. Cummings,Director,South Point Bank,2020,CPA,
"SouthPoint Bancshares,Inc.",Director,David W. Mims,,SouthPoint Bank,2020,Retired,
"SouthPoint Bancshares,Inc.",Director,"Robert R. Jolly,Jr.","CEO (Retail Specialists,LLC and Retail Strategies","LLC),SouthPoint Bank",2020,Real Estate,
"SouthPoint Bancshares,Inc.","Director,Chairman","President & CEO,J. Stephen Smith*","Director,Chairman","President & CEO,SouthPoint Bank",2021,,
"SouthPoint Bancshares,Inc.",,Charlotte B. Smith*,,,2021,,
"SouthPoint Bancshares,Inc.",Director,Robert L. Henderson,,SouthPoint Bank,2021,Retired,
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,Dermatologist,Christopher B Harmon MD PC,2021,Dermatologist,
"SouthPoint Bancshares,Inc.",Director,Thomas H. McGough,VP of Finance,"Thompson Tractor Co.,Inc.",2021,"Equipment Dealer Thompson Tractor Co.,Inc.",
"SouthPoint Bancshares,Inc.",Director,Tommie G. Cummings,"CPA,Director","Kassouf & Company,P.C.",2021,CPA,
"SouthPoint Bancshares,Inc.",,Tommie G. Cummings,,"Star Properties,LLC",2021,CPA,
"SouthPoint Bancshares,Inc.",Director,David W. Mims,,SouthPoint Bank,2021,Retired,
"SouthPoint Bancshares,Inc.",Director,"Robert R. Jolly,Jr.","CEO (Retail Specialists,LLC and Retail Strategies","LLC),SouthPoint Bank",2021,Real Estate,
"SouthPoint Bancshares,Inc.",,"Robert R. Jolly,Jr.","CEO (Retail Specialists,LLC and Retail Strategies","LLC),Retail Specialists","LLC,2021",Real Estate,
"SouthPoint Bancshares,Inc.",,"Robert R. Jolly,Jr.","CEO (Retail Specialists,LLC and Retail Strategies","LLC),Retail Strategies","LLC,2021",Real Estate,
"SouthPoint Bancshares,Inc.","Director,Chairman","President & CEO,J. Stephen Smith*","Director,Chairman","President & CEO,SouthPoint Bank",2023,,
"SouthPoint Bancshares,Inc.",,Charlotte B. Smith*,,,2023,,
"SouthPoint Bancshares,Inc.",Director,Robert L. Henderson,,South Point Bank,2023,Retired,
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,Dermatologist,Christopher B Harmon MD PC,2023,Dermatologist,
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,Dermatologist,SouthPoint Bank,2023,Dermatologist,
"SouthPoint Bancshares,Inc.",Director,Thomas H. McGough,"COO,Fairway Risk Solutions",SouthPoint Bank,2023,Fairway Risk Solutions,
"SouthPoint Bancshares,Inc.",Director,Tommie G. Cummings,"CPA,Director","Kassouf & Company,P.C.",2023,CPA,
"SouthPoint Bancshares,Inc.",Director,Tommie G. Cummings,,SouthPoint Bank,2023,CPA,
"SouthPoint Bancshares,Inc.",Director,Andrew J. Ratliff,Owner,Farmers Poultry Supply,2023,Businessman,
"SouthPoint Bancshares,Inc.",Director,Andrew J. Ratliff,Partner,"AR & DR Holdings,Inc",2023,Businessman,
"SouthPoint Bancshares,Inc.",Director,Andrew J. Ratliff,Owner,SouthPoint Bank,2023,Businessman,
"SouthPoint Bancshares,Inc.",Director,Andrew J. Ratliff,Partner,Ratliff Contracting,2023,Businessman,
"SouthPoint Bancshares,Inc.",Director,Steven R. Glasscock,Partner,"SASG Properties,LLC",2023,Retired,
"SouthPoint Bancshares,Inc.",Director,Steven R. Glasscock,,SouthPoint Bank,2023,Retired,
"SouthPoint Bancshares,Inc.",Director,"Robert R. Jolly,Jr.",CEO (Retail,"Retail Specialists,LLC",2023,Real Estate,
"SouthPoint Bancshares,Inc.",Director,"Robert R. Jolly,Jr.",CEO (Retail,"Retail Strategies,LLC)",2023,Real Estate,
"SouthPoint Bancshares,Inc.",Director,"Robert R. Jolly,Jr.",,SouthPoint Bank,2023,Real Estate,
SouthState Corporation,Director & Chief Executive Officer,John C. Corbett,Director & Chief Executive Officer,"SouthState Bank,N.A.",2023,President,
SouthState Corporation,Director,"G. Ruffner Page,Jr.",President and Chief Operating Officer,O'Neal Industries,2023,Retired Executive Officer,
SouthState Corporation,Director,"G. Ruffner Page,Jr.",Vice Chairman,ProxsysRx,2023,Retired Executive Officer,
SouthState Corporation,Director,"William Know Pou,Jr.",Director,"SouthState Bank,N.A.",2023,Consultant,
SouthState Corporation,Director,David G. Salyers,President,"SouthState Bank,N.A.",2023,Consultant,
SouthState Corporation,Director,Joshua S. Snively,Director,SouthState Bank. N.A.,2023,"President,ADM Global Citrus Platform",
SouthState Corporation,Director,"Ronald M. Cofield,Sr.",Director,"SouthState Bank,N.A.",2023,Retired Audit Partner,
SouthState Corporation,Chief Executive Officer,Shantella E. Cooper,Founder and CEO,Journey Forward Strategies,2023,,
SouthState Corporation,Director & Executive Chair,Douglas J. Hertz,Director & Executive Chair,"SouthState Bank,N.A.",2023,,
SouthState Corporation,Senior Executive Vice President & Chief Financial Officer,"William E. Matthews,V",Senior Executive Vice President & Chief Financial Officer,"SouthState Bank,N.A.",2023,"Treasurer/Secretary,SSB Insurance Corp.",
SouthState Corporation,Senior Executive Vice President & Chief Strategy Officer,Stephen D. Young,Senior Executive Vice President & Chief Strategy Officer,"SouthState Bank,N.A.",2023,,
SouthState Corporation,Senior Executive Vice President & President,"Richard Murray,IV",Senior Executive Vice President,"SouthState Bank,N.A.",2023,,
SouthState Corporation,Executive Vice President & Chief Credit Officer,Daniel E. Bockhorst,Executive Vice President & Chief Credit Officer,"SouthState Bank,N.A.",2023,,
SouthState Corporation,Executive Vice President,Beth S. DeSimone,Executive Vice President,"SouthState Bank,N.A.",2023,"Corporate Secretary,Chief Risk Officer & General Counsel",
SouthState Corporation,Executive Vice President,Jennifer L. Idell,Executive Vice President,"SouthState Bank,N.A.",2023,Chief Administrative Officer,
SouthState Corporation,Executive Vice President,"M. Davis Goodson,Jr.",Executive Vice President,"SouthState Bank,N.A.",2023,"Chief Credit Officer,Southern Banking Group",
SouthState Corporation,Director of Corporate Stewardship,LeDon Jones,,"SouthState Bank,N.A.",2023,,
SouthState Corporation,President,Mark W. Thompson,President,"SouthState Bank,N.A.",2023,Southern Banking Group,
SouthState Corporation,President,Douglas L. Williams,President,"SouthState Bank,N.A.",2023,Atlanta Banking Group,
SouthState Corporation,Executive Vice President & Director of Commercial Banking,Cutter Davis,Executive Vice President & Director of Commercial Banking,"SouthState Bank,N.A.",2023,,
SouthState Corporation,Executive Vice President & Director of Consumer and Small Business Banking,Chris Kamienski,Executive Vice President & Director of Consumer and Small Business Banking,"SouthState Bank,N.A.",2023,,
SouthState Corporation,Executive Vice President & Group President,Bill Medich,Executive Vice President & Group President,"SouthState Bank,N.A.",2023,South Carolina Coastal Division,
SouthState Corporation,Executive Vice President & Group President,Evans Quinlivan,Executive Vice President & Group President,"SouthState Bank,N.A.",2023,Alabama Division,
SouthState Corporation,Executive Vice President & Group President,Jay Reagan,Executive Vice President & Group President,"SouthState Bank,N.A.",2023,Charlotte Region,
"SOUTHWEST BANC SHARES,INC.",Director,Fred K. Granade,,"Stone,Granade & Crosby","PC,2016",Attorney,
"SOUTHWEST BANC SHARES,INC.",Director,William A. Granade,,,2016,Private Investor,
"SOUTHWEST BANC SHARES,INC.","Director,Vice President",Stanley G. Moore,Owner/President,"Over the Rainbow,Inc.",2016,Retailer,
"SOUTHWEST BANC SHARES,INC.",Director & Secretary,James H. Massey,Advisory,"Massey Automotive & Massey Chrysler Center,Inc.",2016,Retired Auto Dealer,
"SOUTHWEST BANC SHARES,INC.",Director,Lindsey Boney III,Principal,"Smith,Dukes & Buckelew","LLP,2016",Accountant,
"SOUTHWEST BANC SHARES,INC.",President & Director,William A. Blackmon,,,2016,Banker,
"SOUTHWEST BANC SHARES,INC.",Director,Fred K. Granade,Director,"Stone,Granade & Crosby","PC,2017",Attorney,
"SOUTHWEST BANC SHARES,INC.",Director,William A. Granade,,,2017,Private Investor,
"SOUTHWEST BANC SHARES,INC.",Shareholder,Stanley G. Moore,,"Over the Rainbow,Inc.",2017,Retailer,
"SOUTHWEST BANC SHARES,INC.",Director & Secretary,James H. Massey,Advisory,"Massey Automotive & Massey Chrysler Center,Inc.",2017,Retired Auto Dealer,
"SOUTHWEST BANC SHARES,INC.",Director,Lindsey Boney ill,Principal,"Smith,Dukes & Buckelew","LLP,2017",Accountant,
"SOUTHWEST BANC SHARES,INC.",President & Director,William A. Blackmon,,,2017,Banker,
SOUTHWEST GEORGIA FINANCIAL CORPORATION,"CHIEF EXECUTIVE OFFICER,PRESIDENT","AND DIRECTOR OF THE BANK AND THE HOLDING COMPANY,G. DEWITT DREW",,,2014,SOUTHWEST GEORGIA BANK,
SOUTHWEST GEORGIA FINANCIAL CORPORATION,"EXECUTIVE VICE PRESIDENT AND CHIEF OPERATING OFFICER OF THE HOLDING COMPANY,EXECUTIVE VICE PRESIDENT AND CASHIER OF THE BANK","JOHN J. COLE,JR.",,,2014,SOUTHWEST GEORGIA BANK,
SOUTHWEST GEORGIA FINANCIAL CORPORATION,VICE PRESIDENT,CECIL H. BARBER,,BARBER CONTRACTING CO.,2014,GENERAL CONTRACTING,
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,RICHARD L. MOSS,PRESIDENT,"MOSS FARMS,INC.",2014,"MOSS FARMS,INC.",
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,M. LANE WEAR,PARTNER/CPA,"VINES,WEAR & MANGUM","LLP,2014","VINES,WEAR & MANGUM","LLP,n/a"
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,MARCUS R. WELLS,,COLQUITT REGIONAL MEDICAL CENTER,2014,PHYSICAL THERAPY & REHABILITATION,
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,MICHAEL J. MCLEAN,PRESIDENT/OWNER,"MCLEAN ENGINEERING CO.,INC.",2014,"MCLEAN ENGINEERING CO.,INC.",
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,ROY H. REEVES,OWNER,"REEVES PROPERTIES,LP",2014,"REEVES PROPERTIES,LP",
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,JOHNNY R. SLOCUMB,PRESIDENT,"SLOCUMB & ASSOCIATES,INC.",2014,"SLOCUMB & ASSOCIATES,INC.",
SOUTHWEST GEORGIA FINANCIAL CORPORATION,EXECUITVE VICE PRESIDENT AND CHIEF FINANCIAL OFFICER OF THE HOLDING COMPANY AND THE BANK,GEORGE R. KIRKLAND,,,2014,SOUTHWEST GEORGIA BANK,
SOUTHWEST GEORGIA FINANCIAL CORPORATION,EXECUTIVE VICE PRESIDENT AND CHIEF CREDIT OFFICER OF THE BANK,"R. L. ANDY WEBB,JR.",,,2014,SOUTHWEST GEORGIA BANK,
SOUTHWEST GEORGIA FINANCIAL CORPORATION,EXECUTIVE VICE PRESIDENT AND CHIEF BANKING OFFICER OF THE BANK AND EXECUTIVE VICE PRESIDENT OF THE HOLDING COMPANY,JEFFERY E. HANSON,,,2014,SOUTHWEST GEORGIA BANK,
SOUTHWEST GEORGIA FINANCIAL CORPORATION,PRESIDENT AND CHIEF EXECUTIVE OFFICER OF EMPIRE FINANCIAL SERVICES,CHARLES R. LEMONS,,,2014,"EMPIRE FINANCIAL SERVICES,INC.",
SOUTHWEST GEORGIA FINANCIAL CORPORATION,"CHIEF EXECUTIVE OFFICER,PRESIDENT","AND DIRECTOR OF THE BANK AND THE HOLDING COMPANY,G. DEWITT DREW",NONE,SOUTHWEST GEORGIA BANK,2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,"EXECUTIVE VICE PRESIDENT AND CHIEF OPERATING OFFICER OF THE HOLDING COMPANY,EXECUTIVE VICE PRESIDENT AND CASHIER OF THE BANK","JOHN J. COLE,JR.",NONE,SOUTHWEST GEORGIA BANK,2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,CECIL H. BARBER,VICE PRESIDENT,BARBER CONTRACTING CO.,2015,GENERAL CONTRACTING,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,CECIL H. BARBER,VICE PRESIDENT,"BERLIN FARMS,LLC",2015,GENERAL CONTRACTING,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,RICHARD L. MOSS,PRESIDENT,"MOSS FARMS,INC.",2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,M. LANE WEAR,PARTNER/CPA,"VINES,WEAR & MANGUM","LLP,2015",,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,MARCUS R. WELLS,DIRECTOR OF BUSINESS DEVELOPMENT AND PHYSICAL THERAPIST,COLQUITT REGIONAL MEDICAL CENTER,2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,MICHAEL J. MCLEAN,PRESIDENT/OWNER,"MCLEAN ENGINEERING CO.,INC.",2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,ROY H. REEVES,OWNER,"REEVES PROPERTIES,LP",2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,DIRECTOR,JOHNNY R. SLOCUMB,PRESIDENT,"SLOCUMB & ASSOCIATES,INC.",2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,"EXECUITVE VICE PRESIDENT,CHIEF FINANCIAL OFFICER AND TREASURER OF THE HOLDING COMPANY AND THE BANK",GEORGE R. KIRKLAND,NONE,SOUTHWEST GEORGIA BANK,2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,EXECUTIVE VICE PRESIDENT AND CHIEF CREDIT OFFICER OF THE BANK,DANNY E. SINGLEY,NONE,SOUTHWEST GEORGIA BANK,2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,EXECUTIVE VICE PRESIDENT AND CHIEF BANKING OFFICER OF THE BANK,JEFFERY E. HANSON,NONE,SOUTHWEST GEORGIA BANK,2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,PRESIDENT AND CHIEF EXECUTIVE OFFICER OF EMPIRE FINANCIAL SERVICES,CHARLES R. LEMONS,NONE,"EMPIRE FINANCIAL SERVICES,INC.",2015,,1081538
SOUTHWEST GEORGIA FINANCIAL CORPORATION,,THE EMPLOYEE STOCK OWNERSHIP PLAN & TRUST OF SOUTHWEST GEORGIA FINANCIAL CORP.,,,2015,,1081538
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas",Mike Oil Company,2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas",Biglane Operating,2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas",Scotland Plantation,2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas",Silver Land Inc.,2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas",D. A. Biglane Foundation,2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas","Biglane Investments,LP",2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas","JMB Management,LLC",2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas","Cowpen Point Pipeline,Inc.",2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas","Biglane Leasing Co.,LLP",2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas","BLC Management,LLC",2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas","The Whiskey Bldg. Guesthouse,LLC",2015,Banker,
"Southwest Security,Inc.",Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust","Director,President & Treas","The Whiskey Bldg,LLC",2015,Banker,
"Southwest Security,Inc.",,"Nancy K. Bigiane,Individual and Trustee of James M Biglane 2015 Irrevocable Trust",Director & VP/Treasurer,Biglane Operating,2015,,
"Southwest Security,Inc.",,"Nancy K. Bigiane,Individual and Trustee of James M Biglane 2015 Irrevocable Trust",Director & VP/Treasurer,Mike Oil Company,2015,,
"Southwest Security,Inc.",,"Nancy K. Bigiane,Individual and Trustee of James M Biglane 2015 Irrevocable Trust",Director & VP/Treasurer,Scotland Plantation,2015,,
"Southwest Security,Inc.",,"Nancy K. Bigiane,Individual and Trustee of James M Biglane 2015 Irrevocable Trust",Director & VP/Treasurer,"Silverland,Inc.",2015,,
"Southwest Security,Inc.",,"Nancy K. Bigiane,Individual and Trustee of James M Biglane 2015 Irrevocable Trust",Director & VP/Treasurer,D. A. Biglane Foundation,2015,,
"Southwest Security,Inc.",,"Nancy K. Bigiane,Individual and Trustee of James M Biglane 2015 Irrevocable Trust",Director & Secretary,"Cowpen Point Pipeline,Inc.",2015,,
